年月日,開盤價(元),收盤價(元)
2022/1/3,22.8399,22.7943
2022/1/4,22.7943,22.7943
2022/1/5,22.7487,22.5664
2022/1/6,22.612,22.8855
2022/1/7,22.9311,22.7487
2022/1/10,22.7487,23.2046
2022/1/11,23.2502,23.0223
2022/1/12,23.0223,22.9767
2022/1/13,22.9767,23.159
2022/1/14,23.1134,22.7943
2022/1/17,22.7487,22.7487
2022/1/18,22.9311,22.9311
2022/1/19,22.8855,22.9311
2022/1/20,23.0679,23.2046
2022/1/21,22.9767,22.9311
2022/1/24,22.9311,23.2046
2022/1/25,22.8399,23.2046
2022/1/26,23.159,22.9767
2022/2/7,23.1134,23.159
2022/2/8,23.159,23.2502
2022/2/9,23.2502,23.5693
2022/2/10,23.6605,23.6149
2022/2/11,23.4782,23.5237
2022/2/14,23.3414,23.159
2022/2/15,23.159,22.9767
2022/2/16,23.2502,23.4326
2022/2/17,23.6149,23.5693
2022/2/18,23.2502,23.4326
2022/2/21,23.3414,23.4326
2022/2/22,23.4782,23.6605
2022/2/23,23.6149,23.5237
2022/2/24,23.4782,23.2046
2022/2/25,23.2046,23.387
2022/3/1,23.4326,23.6605
2022/3/2,23.6149,23.5693
2022/3/3,23.6605,23.5693
2022/3/4,23.2958,23.0679
2022/3/7,22.8399,22.612
2022/3/8,22.612,22.4752
2022/3/9,22.612,22.5664
2022/3/10,22.6576,22.8399
2022/3/11,22.8399,22.9311
2022/3/14,22.9311,22.8855
2022/3/15,22.8855,22.8399
2022/3/16,22.7031,22.8399
2022/3/17,23.2046,22.8399
2022/3/18,22.8855,22.7943
2022/3/21,22.7487,22.9767
2022/3/22,22.8855,22.7943
2022/3/23,22.9311,22.8399
2022/3/24,22.7943,22.7943
2022/3/25,22.7031,23.0679
2022/3/28,22.7943,22.8855
2022/3/29,22.8855,22.6576
2022/3/30,22.6576,22.612
2022/3/31,22.7487,22.5208
2022/4/1,22.4296,22.6576
2022/4/6,22.5664,22.7031
2022/4/7,22.4296,22.384
2022/4/8,22.4752,22.612
2022/4/11,22.7487,22.6576
2022/4/12,22.612,22.612
2022/4/13,22.8855,23.159
2022/4/14,23.159,23.2958
2022/4/15,23.2046,23.1134
2022/4/18,22.9767,23.159
2022/4/19,23.2502,23.159
2022/4/20,23.1134,22.9767
2022/4/21,23.0223,23.0223
2022/4/22,22.8855,22.8855
2022/4/25,22.5664,22.612
2022/4/26,22.5664,23.0223
2022/4/27,22.7943,22.7031
2022/4/28,22.7031,22.6576
2022/4/29,22.7031,23.159
2022/5/3,23.159,23.1134
2022/5/4,23.159,23.3414
2022/5/5,23.4782,23.6149
2022/5/6,23.159,23.5237
2022/5/9,23.159,23.5693
2022/5/10,23.4782,23.5693
2022/5/11,23.5237,23.5237
2022/5/12,23.3414,22.9767
2022/5/13,23.159,23.159
2022/5/16,23.4326,24.1164
2022/5/17,23.8884,23.7061
2022/5/18,23.5693,23.8884
2022/5/19,23.5693,23.8429
2022/5/20,23.9796,23.6605
2022/5/23,23.7061,23.3414
2022/5/24,23.2958,23.159
2022/5/25,23.2502,23.387
2022/5/26,23.6149,23.6149
2022/5/27,23.6149,23.4326
2022/5/30,23.5693,23.8429
2022/5/31,23.6149,23.5237
2022/6/1,23.387,23.2958
2022/6/2,23.1134,23.2502
2022/6/6,23.5237,23.7973
2022/6/7,23.5693,23.5693
2022/6/8,23.5693,23.7517
2022/6/9,23.7061,23.4782
2022/6/10,23.2502,23.2046
2022/6/13,22.9311,23.2046
2022/6/14,23.159,23.5693
2022/6/15,23.3414,23.0679
2022/6/16,23.387,23.0679
2022/6/17,22.8399,22.9311
2022/6/20,22.7487,22.5208
2022/6/21,22.8399,22.7487
2022/6/22,22.8855,22.612
2022/6/23,22.7943,22.6576
2022/6/24,22.9767,22.9311
2022/6/27,23.0679,23.159
2022/6/28,23.2046,23.2046
2022/6/29,23.2502,23.0223
2022/6/30,23.159,22.9311
2022/7/1,22.8855,22.5664
2022/7/4,22.2928,22.4752
2022/7/5,22.8855,22.5664
2022/7/6,22.612,21.9737
2022/7/7,21.9737,21.8825
2022/7/8,21.7914,21.8825
2022/7/11,22.0193,21.9737
2022/7/12,21.8825,21.609
2022/7/13,21.7914,21.8825
2022/7/14,22.173,21.9794
2022/7/15,21.9794,21.7373
2022/7/18,21.7373,21.4952
2022/7/19,21.4952,21.6889
2022/7/20,21.8825,21.8341
2022/7/21,21.9794,22.0278
2022/7/22,22.0762,22.2214
2022/7/25,22.2214,22.5603
2022/7/26,22.4151,22.2698
2022/7/27,22.4151,22.6571
2022/7/28,22.8024,22.8508
2022/7/29,23.0444,22.9476
2022/8/1,22.9476,22.9476
2022/8/2,22.6571,22.996
2022/8/3,22.9476,23.3349
2022/8/4,23.1413,23.2865
2022/8/5,23.4317,23.3833
2022/8/8,23.4317,23.4317
2022/8/9,23.3833,23.6738
2022/8/10,23.4802,23.4317
2022/8/11,23.9159,23.7706
2022/8/12,23.7222,23.7222
2022/8/15,23.4317,23.3833
2022/8/16,23.2381,23.3833
2022/8/17,23.4802,23.5286
2022/8/18,23.4802,23.1897
2022/8/19,23.1897,23.2865
2022/8/22,23.1897,23.4317
2022/8/23,23.2381,23.1413
2022/8/24,23.1413,23.2865
2022/8/25,23.2865,23.0444
2022/8/26,23.0444,22.996
2022/8/29,22.5603,22.4635
2022/8/30,22.4151,22.2698
2022/8/31,22.173,22.4151
2022/9/1,22.1246,22.0278
2022/9/2,22.1246,21.9794
2022/9/5,21.9794,22.2214
2022/9/6,22.2698,22.1246
2022/9/7,21.931,22.0762
2022/9/8,22.173,22.754
2022/9/12,22.8024,22.6087
2022/9/13,22.8024,22.754
2022/9/14,22.3183,22.2698
2022/9/15,22.2214,22.2214
2022/9/16,22.0762,22.173
2022/9/19,22.2214,22.2698
2022/9/20,22.3667,22.4635
2022/9/21,22.3667,22.1246
2022/9/22,21.9794,22.0278
2022/9/23,22.0762,21.9794
2022/9/26,21.8825,21.8341
2022/9/27,22.0762,21.931
2022/9/28,22.0278,22.1246
2022/9/29,22.3183,22.6571
2022/9/30,22.5603,22.173
2022/10/3,21.9794,21.9794
2022/10/4,22.173,22.3183
2022/10/5,22.3667,22.1246
2022/10/6,22.173,22.1246
2022/10/7,22.2214,22.2698
2022/10/11,22.2214,22.1246
2022/10/12,22.0762,22.5119
2022/10/13,22.3667,22.5119
2022/10/14,22.5603,22.4151
2022/10/17,22.4151,22.4151
2022/10/18,22.4635,22.0278
2022/10/19,21.7857,21.931
2022/10/20,21.7857,22.754
2022/10/21,22.4151,22.1246
2022/10/24,22.3183,22.3667
2022/10/25,22.5119,22.7056
2022/10/26,22.3667,22.754
2022/10/27,22.754,22.8024
2022/10/28,22.8992,22.754
2022/10/31,22.8024,23.6254
2022/11/1,23.1413,23.3349
2022/11/2,23.1897,23.0929
2022/11/3,22.754,22.6571
2022/11/4,22.5603,22.8992
2022/11/7,22.996,23.0444
2022/11/8,22.996,23.2381
2022/11/9,23.2381,23.1897
2022/11/10,23.1897,23.1897
2022/11/11,23.3349,23.3349
2022/11/14,23.9159,24.8841
2022/11/15,24.6421,24.9325
2022/11/16,24.5937,24.5452
2022/11/17,24.2548,24.5452
2022/11/18,24.2548,24.2064
2022/11/21,23.8675,23.7222
2022/11/22,23.4317,22.754
2022/11/23,22.754,22.6571
2022/11/24,22.8508,23.6254
2022/11/25,23.0929,23.2381
2022/11/28,22.9476,23.6254
2022/11/29,23.5286,23.9159
2022/11/30,23.6254,24.0127
2022/12/1,23.9159,23.4317
2022/12/2,23.2865,23.1413
2022/12/5,23.0444,23.4317
2022/12/6,23.1897,23.577
2022/12/7,23.3833,23.4802
2022/12/8,23.4802,23.577
2022/12/9,23.577,23.7222
2022/12/12,23.6254,24.0127
2022/12/13,23.9643,23.9159
