年月日,開盤價(元),收盤價(元)
2018/1/2,96.9873,96.9873
2018/1/3,97.722,96.9873
2018/1/4,97.722,99.9263
2018/1/5,100.661,99.5589
2018/1/8,99.5589,97.722
2018/1/9,97.722,96.9873
2018/1/10,97.722,97.3546
2018/1/11,99.1915,98.4568
2018/1/12,98.8241,98.4568
2018/1/15,99.1915,99.1915
2018/1/16,99.1915,99.1915
2018/1/17,99.9263,99.5589
2018/1/18,99.9263,99.1915
2018/1/19,99.9263,98.8241
2018/1/22,98.8241,98.0894
2018/1/23,98.0894,97.3546
2018/1/24,97.3546,97.3546
2018/1/25,97.3546,96.2525
2018/1/26,96.2525,96.9873
2018/1/29,97.722,98.4568
2018/1/30,98.4568,97.722
2018/1/31,96.2525,98.4568
2018/2/1,98.4568,98.0894
2018/2/2,97.722,97.3546
2018/2/5,95.8851,96.2525
2018/2/6,95.5177,91.1092
2018/2/7,92.9461,94.0482
2018/2/8,94.0482,93.6809
2018/2/9,91.844,96.6199
2018/2/12,96.9873,95.8851
2018/2/21,98.0894,97.722
2018/2/22,99.1915,97.722
2018/2/23,97.722,98.4568
2018/2/26,98.8241,99.1915
2018/2/27,99.1915,99.1915
2018/3/1,98.8241,99.1915
2018/3/2,98.0894,98.0894
2018/3/5,99.1915,98.0894
2018/3/6,97.722,98.8241
2018/3/7,99.1915,98.0894
2018/3/8,98.0894,98.8241
2018/3/9,98.8241,99.1915
2018/3/12,98.0894,98.0894
2018/3/13,98.0894,97.722
2018/3/14,99.5589,98.4568
2018/3/15,99.1915,98.4568
2018/3/16,99.1915,98.8241
2018/3/19,99.1915,99.1915
2018/3/20,98.4568,99.1915
2018/3/21,98.8241,98.8241
2018/3/22,99.1915,98.4568
2018/3/23,97.722,98.0894
2018/3/26,97.3546,98.0894
2018/3/27,98.4568,98.4568
2018/3/28,98.8241,98.4568
2018/3/29,99.1915,98.4568
2018/3/30,99.1915,98.4568
2018/3/31,98.4568,98.4568
2018/4/2,98.4568,98.4568
2018/4/3,98.0894,98.4568
2018/4/9,98.4568,98.4568
2018/4/10,99.1915,98.4568
2018/4/11,98.4568,97.722
2018/4/12,97.722,97.3546
2018/4/13,97.722,97.722
2018/4/16,98.8241,98.0894
2018/4/17,98.8241,97.722
2018/4/18,97.722,98.0894
2018/4/19,98.4568,98.0894
2018/4/20,97.3546,97.722
2018/4/23,97.722,95.8851
2018/4/24,95.5177,94.783
2018/4/25,95.1504,95.1504
2018/4/26,95.5177,95.1504
2018/4/27,96.6199,95.8851
2018/4/30,96.2525,95.8851
2018/5/2,95.8851,95.5177
2018/5/3,96.2525,95.5177
2018/5/4,96.6199,95.5177
2018/5/7,96.9873,99.9263
2018/5/8,100.2936,99.5589
2018/5/9,99.9263,99.1915
2018/5/10,99.1915,99.1915
2018/5/11,98.0894,97.722
2018/5/14,98.0894,97.722
2018/5/15,97.722,97.3546
2018/5/16,97.722,97.3546
2018/5/17,99.9263,100.2936
2018/5/18,101.3958,99.1915
2018/5/21,99.1915,98.8241
2018/5/22,99.1915,100.2936
2018/5/23,100.661,99.5589
2018/5/24,99.1915,99.1915
2018/5/25,99.9263,99.1915
2018/5/28,98.4568,99.5589
2018/5/29,99.9263,99.5589
2018/5/30,99.1915,99.5589
2018/5/31,99.5589,100.661
2018/6/1,100.661,99.9263
2018/6/4,100.2936,99.1915
2018/6/5,99.1915,99.9263
2018/6/6,99.9263,99.5589
2018/6/7,99.5589,99.1915
2018/6/8,99.1915,99.9263
2018/6/11,99.5589,99.5589
2018/6/12,99.5589,99.9263
2018/6/13,99.9263,100.2936
2018/6/14,100.661,100.2936
2018/6/15,100.2936,100.2936
2018/6/19,99.5589,99.9263
2018/6/20,99.9263,99.9263
2018/6/21,100.2936,101.3958
2018/6/22,101.3958,103.9674
2018/6/25,104.3348,102.4979
2018/6/26,102.4979,101.7631
2018/6/27,101.7631,101.0284
2018/6/28,100.661,101.0284
2018/6/29,100.661,101.3958
2018/7/2,101.7631,102.8653
2018/7/3,103.6,101.7631
2018/7/4,102.1305,101.3958
2018/7/5,101.7631,99.5589
2018/7/6,99.5589,99.5589
2018/7/9,99.5589,99.5589
2018/7/10,99.9263,102.1305
2018/7/11,101.0284,100.2936
2018/7/12,99.9263,100.2936
2018/7/13,99.9263,101.3958
2018/7/16,101.7631,101.3958
2018/7/17,102.0817,103.6767
2018/7/18,104.4742,104.873
2018/7/19,104.873,106.0693
2018/7/20,105.6705,103.6767
2018/7/23,103.6767,103.278
2018/7/24,104.0755,104.4742
2018/7/25,104.0755,104.0755
2018/7/26,104.4742,104.0755
2018/7/27,104.0755,103.6767
2018/7/30,103.6767,104.0755
2018/7/31,103.6767,104.0755
2018/8/1,103.6767,103.6767
2018/8/2,103.278,102.8792
2018/8/3,102.8792,104.4742
2018/8/6,104.0755,104.0755
2018/8/7,104.4742,104.0755
2018/8/8,104.0755,104.873
2018/8/9,104.873,104.0755
2018/8/10,104.0755,104.0755
2018/8/13,102.8792,102.0817
2018/8/14,102.0817,100.8854
2018/8/15,100.4867,100.0879
2018/8/16,99.2904,98.0941
2018/8/17,98.4929,98.0941
2018/8/20,98.0941,98.0941
2018/8/21,98.0941,96.4991
2018/8/22,96.4991,94.9041
2018/8/23,94.1066,92.9103
2018/8/24,92.5115,89.7202
2018/8/27,88.524,89.3215
2018/8/28,89.3215,91.714
2018/8/29,92.1128,90.9165
2018/8/30,90.5178,87.7265
2018/8/31,87.7265,83.7389
2018/9/3,84.1376,82.1439
2018/9/4,82.5426,84.1376
2018/9/5,83.3401,84.9352
2018/9/6,84.9352,84.5364
2018/9/7,83.7389,83.3401
2018/9/10,84.1376,82.5426
2018/9/11,83.3401,84.5364
2018/9/12,84.5364,83.7389
2018/9/13,84.5364,84.1376
2018/9/14,84.1376,84.5364
2018/9/17,84.5364,83.7389
2018/9/18,83.3401,83.3401
2018/9/19,84.5364,84.1376
2018/9/20,84.1376,83.7389
2018/9/21,83.7389,83.7389
2018/9/25,84.9352,86.5302
2018/9/26,86.1314,84.5364
2018/9/27,84.1376,84.5364
2018/9/28,84.5364,84.5364
2018/10/1,84.5364,84.9352
2018/10/2,84.9352,84.9352
2018/10/3,84.9352,84.9352
2018/10/4,84.9352,84.9352
2018/10/5,84.9352,83.7389
2018/10/8,83.7389,82.9414
2018/10/9,82.9414,82.9414
2018/10/11,81.3464,79.0336
2018/10/12,78.8741,80.1501
2018/10/15,79.4323,80.9476
2018/10/16,80.5488,82.5426
2018/10/17,81.3464,80.1501
2018/10/18,79.3526,80.1501
2018/10/19,79.7513,79.7513
2018/10/22,79.7513,81.7451
2018/10/23,80.1501,79.7513
2018/10/24,79.7513,78.9538
2018/10/25,78.9538,76.96
2018/10/26,77.0398,75.8435
2018/10/29,74.2485,75.2055
2018/10/30,75.2055,75.2055
