年月日,開盤價(元),收盤價(元)
2018/1/2,20.3887,20.4447
2018/1/3,20.4167,20.8922
2018/1/4,20.8922,20.8083
2018/1/5,20.9761,20.8642
2018/1/8,20.9201,21.3676
2018/1/9,21.3117,21.4236
2018/1/10,21.4236,21.5075
2018/1/11,21.4236,20.9761
2018/1/12,21.1159,21.032
2018/1/15,21.06,21.1719
2018/1/16,21.2278,21.3117
2018/1/17,21.2558,21.5354
2018/1/18,21.5914,21.1719
2018/1/19,21.2278,21.1998
2018/1/22,21.1998,21.1719
2018/1/23,21.1439,20.8642
2018/1/24,20.9481,20.8642
2018/1/25,20.8642,21.032
2018/1/26,21.1159,21.3676
2018/1/29,21.4236,21.2278
2018/1/30,21.2558,21.1998
2018/1/31,21.032,21.06
2018/2/1,21.06,21.1998
2018/2/2,21.2558,21.1998
2018/2/5,20.7523,21.1439
2018/2/6,20.5845,19.8574
2018/2/7,20.193,20.3608
2018/2/8,20.4447,20.5566
2018/2/9,19.7455,19.9133
2018/2/12,19.9133,20.1091
2018/2/21,20.6964,20.8083
2018/2/22,20.5845,20.4167
2018/2/23,20.4727,20.6125
2018/2/26,20.6684,20.4447
2018/2/27,20.5286,20.6964
2018/3/1,20.7803,20.6964
2018/3/2,20.4167,20.6405
2018/3/5,20.5286,20.3048
2018/3/6,20.4447,20.4167
2018/3/7,20.3048,20.3608
2018/3/8,20.3608,20.3608
2018/3/9,20.4167,20.5006
2018/3/12,20.5286,20.8083
2018/3/13,20.6964,20.9761
2018/3/14,20.9761,20.9761
2018/3/15,20.8922,21.032
2018/3/16,21.032,21.032
2018/3/19,20.9481,21.004
2018/3/20,20.8922,20.8922
2018/3/21,20.9481,20.8922
2018/3/22,20.8922,21.004
2018/3/23,20.5845,20.6964
2018/3/26,20.6125,20.4727
2018/3/27,20.5845,20.7803
2018/3/28,20.7523,20.6964
2018/3/29,20.5006,20.4447
2018/3/30,20.4167,20.4727
2018/3/31,20.4727,20.4447
2018/4/2,20.4447,20.5006
2018/4/3,20.3048,20.6684
2018/4/9,20.9201,20.8922
2018/4/10,20.8362,21.3676
2018/4/11,21.5075,21.5075
2018/4/12,21.5914,21.3117
2018/4/13,21.2558,21.3676
2018/4/16,21.2558,21.3956
2018/4/17,21.3956,21.2558
2018/4/18,21.2558,21.3676
2018/4/19,21.3117,21.8151
2018/4/20,21.7592,21.6753
2018/4/23,21.6753,21.7592
2018/4/24,22.0948,22.8499
2018/4/25,22.7381,22.4864
2018/4/26,22.5143,22.6542
2018/4/27,22.8779,22.5423
2018/4/30,22.766,22.8499
2018/5/2,22.8499,22.8499
2018/5/3,22.7381,22.0389
2018/5/4,22.1507,22.1228
2018/5/7,22.3745,22.5982
2018/5/8,22.5982,22.822
2018/5/9,22.766,22.7101
2018/5/10,22.822,22.9898
2018/5/11,23.0178,23.0737
2018/5/14,23.4373,24.1365
2018/5/15,24.1644,24.3323
2018/5/16,26.2341,25.6747
2018/5/17,25.9264,25.5349
2018/5/18,25.7307,25.4789
2018/5/21,25.7307,25.7307
2018/5/22,25.7307,25.5069
2018/5/23,25.5349,24.6679
2018/5/24,24.9475,25.0315
2018/5/25,25.2272,24.556
2018/5/28,24.7238,24.584
2018/5/29,24.6119,24.2763
2018/5/30,24.2204,24.4721
2018/5/31,24.7518,24.3882
2018/6/1,24.4441,24.4721
2018/6/4,24.6958,25.5349
2018/6/5,25.5628,25.2832
2018/6/6,25.1713,25.0594
2018/6/7,25.2272,25.0315
2018/6/8,24.9755,25.1713
2018/6/11,25.2552,24.9475
2018/6/12,25.0035,24.8916
2018/6/13,25.1713,25.423
2018/6/14,25.1713,25.1154
2018/6/15,25.2272,25.3111
2018/6/19,24.9196,24.528
2018/6/20,24.5001,25.0315
2018/6/21,25.0594,25.0315
2018/6/22,24.9755,24.9475
2018/6/25,24.8916,25.0035
2018/6/26,25.0035,24.4441
2018/6/27,24.4441,24.0526
2018/6/28,23.8009,23.717
2018/6/29,23.717,23.689
2018/7/2,23.717,23.4093
2018/7/3,24.1924,23.9127
2018/7/4,23.7729,23.4932
2018/7/5,23.4932,23.5212
2018/7/6,23.4373,23.2695
2018/7/9,23.3534,23.9127
2018/7/10,24.0526,24.1924
2018/7/11,23.8288,23.5771
2018/7/12,23.5771,23.8848
2018/7/13,24.2483,24.3323
2018/7/16,24.3323,23.7729
2018/7/17,23.7729,23.5771
2018/7/18,23.8288,23.633
2018/7/19,23.661,23.9127
2018/7/20,23.9407,23.661
2018/7/23,23.7449,23.8568
2018/7/24,23.9407,25.451
2018/7/25,25.2552,25.2272
2018/7/26,25.972,25.781
2018/7/27,25.972,25.6537
2018/7/30,25.781,25.9084
2018/7/31,25.0172,25.049
2018/8/1,25.2718,26.1312
2018/8/2,26.0675,25.8447
2018/8/3,25.972,25.7492
2018/8/6,25.7492,25.6856
2018/8/7,25.7174,25.5583
2018/8/8,25.7174,25.8447
2018/8/9,25.781,25.781
2018/8/10,25.8765,26.4176
2018/8/13,27.1497,26.8314
2018/8/14,26.8632,27.5634
2018/8/15,27.7226,26.9587
2018/8/16,26.6404,26.7359
2018/8/17,26.9269,26.7677
2018/8/20,27.1178,26.7359
2018/8/21,26.8632,27.3088
2018/8/22,27.2452,27.3406
2018/8/23,27.4361,27.4361
2018/8/24,27.3725,27.2452
2018/8/27,27.5634,27.5634
2018/8/28,27.6589,27.5634
2018/8/29,27.6271,27.6271
2018/8/30,27.5953,26.7359
2018/8/31,26.5449,26.9587
2018/9/3,26.7996,26.3221
2018/9/4,26.3221,26.7996
