年月日,開盤價(元),收盤價(元)
2018/1/2,56.3221,55.6
2018/1/3,55.7444,56.4665
2018/1/4,56.1777,56.3221
2018/1/5,56.3221,56.3221
2018/1/8,56.3943,57.4052
2018/1/9,57.4052,58.9938
2018/1/10,59.2826,59.7159
2018/1/11,59.1382,59.2104
2018/1/12,58.9216,58.5605
2018/1/15,58.9216,59.2104
2018/1/16,59.2104,58.8494
2018/1/17,58.8494,58.8494
2018/1/18,59.066,58.6327
2018/1/19,58.5605,58.5605
2018/1/22,58.4883,58.3439
2018/1/23,58.3439,58.4161
2018/1/24,57.9829,57.9829
2018/1/25,58.1273,59.066
2018/1/26,58.9938,58.9216
2018/1/29,58.9938,59.2104
2018/1/30,58.8494,58.4883
2018/1/31,57.9829,57.8385
2018/2/1,57.8385,57.8385
2018/2/2,57.4052,57.6218
2018/2/5,56.3943,56.8997
2018/2/6,55.4556,54.9501
2018/2/7,55.6722,56.1055
2018/2/8,56.3221,56.1055
2018/2/9,54.5169,54.8779
2018/2/12,54.8779,55.0223
2018/2/21,56.8997,57.0442
2018/2/22,56.2499,56.6831
2018/2/23,56.6831,57.1164
2018/2/26,57.694,57.9829
2018/2/27,58.2717,58.1995
2018/3/1,56.6109,57.1164
2018/3/2,56.0333,56.5387
2018/3/5,56.8997,56.3943
2018/3/6,56.6831,57.2608
2018/3/7,57.2608,57.333
2018/3/8,57.333,57.0442
2018/3/9,57.4052,57.2608
2018/3/12,57.9829,58.1273
2018/3/13,57.7662,58.4883
2018/3/14,58.2717,58.1273
2018/3/15,58.0551,57.9829
2018/3/16,57.9829,58.9938
2018/3/19,58.9938,59.2104
2018/3/20,58.9938,59.5714
2018/3/21,59.5714,59.5714
2018/3/22,59.8603,60.0047
2018/3/23,58.9938,59.3548
2018/3/26,59.4992,59.5714
2018/3/27,59.9325,60.0047
2018/3/28,59.6436,59.5714
2018/3/29,59.2826,59.066
2018/3/30,59.2104,59.2826
2018/3/31,59.427,58.9216
2018/4/2,59.2104,58.9216
2018/4/3,58.8494,58.7049
2018/4/9,59.8603,60.2213
2018/4/10,60.3657,60.5101
2018/4/11,61.0156,60.5823
2018/4/12,60.5823,61.2322
2018/4/13,61.2322,60.7268
2018/4/16,60.6546,60.5101
2018/4/17,60.6546,59.4992
2018/4/18,59.7159,59.8603
2018/4/19,60.0047,60.5101
2018/4/20,60.2935,59.9325
2018/4/23,59.5714,59.2104
2018/4/24,59.5714,58.4161
2018/4/25,58.1995,58.4161
2018/4/26,58.4883,58.4883
2018/4/27,58.4883,58.3439
2018/4/30,58.4883,58.9216
2018/5/2,58.5605,59.8603
2018/5/3,59.2104,58.9938
2018/5/4,58.7049,59.066
2018/5/7,59.3548,59.5714
2018/5/8,59.1382,59.8603
2018/5/9,59.7881,59.9325
2018/5/10,60.2213,60.5101
2018/5/11,60.6546,61.3766
2018/5/14,61.3766,61.7377
2018/5/15,61.7377,61.521
2018/5/16,61.521,62.3875
2018/5/17,62.4598,62.9652
2018/5/18,63.1096,63.0374
2018/5/21,62.9652,62.893
2018/5/22,62.9652,62.6042
2018/5/23,62.7486,62.6042
2018/5/24,62.8208,63.1096
2018/5/25,62.9652,62.0987
2018/5/28,62.0265,62.3153
2018/5/29,62.4598,62.0987
2018/5/30,61.8821,61.4488
2018/5/31,61.5933,60.4379
2018/6/1,60.6546,61.4488
2018/6/4,61.7377,62.3875
2018/6/5,62.3875,62.4598
2018/6/6,62.4598,62.3875
2018/6/7,62.8208,62.7486
2018/6/8,62.3153,61.7377
2018/6/11,61.9543,61.3766
2018/6/12,61.3766,61.5933
2018/6/13,61.521,62.0265
2018/6/14,61.3766,60.799
2018/6/15,60.799,61.0878
2018/6/19,60.1491,59.7881
2018/6/20,60.0769,60.9434
2018/6/21,61.2322,60.799
2018/6/22,60.6546,61.0878
2018/6/25,60.7268,61.3766
2018/6/26,61.3766,61.6655
2018/6/27,61.7377,61.7377
2018/6/28,61.5933,61.0156
2018/6/29,60.8712,62.9652
2018/7/2,62.532,63.0374
2018/7/3,62.8208,63.5429
2018/7/4,63.5429,63.5429
2018/7/5,63.5429,63.5429
2018/7/6,63.5429,62.893
2018/7/9,62.893,63.1818
2018/7/10,64.9455,63.4119
2018/7/11,63.6419,64.332
2018/7/12,64.4087,64.9455
2018/7/13,65.1755,65.1755
2018/7/16,65.0221,64.7921
2018/7/17,64.7921,64.4854
2018/7/18,65.0221,65.6355
2018/7/19,65.6355,64.332
2018/7/20,64.332,64.4087
2018/7/23,64.0253,64.1787
2018/7/24,63.9487,64.7154
2018/7/25,64.102,64.102
2018/7/26,64.1787,64.4854
2018/7/27,64.4087,64.4854
2018/7/30,64.7921,64.5621
2018/7/31,64.7154,65.0988
2018/8/1,65.3288,65.0221
2018/8/2,64.8688,64.102
2018/8/3,64.4087,64.2554
2018/8/6,64.332,64.4087
2018/8/7,64.4087,64.1787
2018/8/8,64.4087,65.1755
2018/8/9,65.0988,64.8688
2018/8/10,64.5621,64.8688
2018/8/13,64.6387,64.0253
2018/8/14,64.2554,64.0253
2018/8/15,64.0253,63.872
2018/8/16,63.872,62.9518
2018/8/17,63.2586,63.872
2018/8/20,63.872,63.7186
2018/8/21,63.7953,63.872
2018/8/22,63.6419,64.332
2018/8/23,64.332,64.7921
2018/8/24,64.5621,64.7154
2018/8/27,64.8688,65.0221
2018/8/28,65.0988,65.3288
2018/8/29,65.1755,65.4822
2018/8/30,65.4822,64.7921
2018/8/31,64.9455,65.4822
2018/9/3,65.2522,64.8688
2018/9/4,64.8688,64.7921
2018/9/5,64.4087,64.0253
2018/9/6,63.5653,64.4087
2018/9/7,63.6419,63.9487
2018/9/10,63.9487,63.9487
2018/9/11,64.332,64.4087
2018/9/12,64.102,64.102
2018/9/13,64.332,64.8688
2018/9/14,64.8688,64.4087
2018/9/17,64.8688,64.332
2018/9/18,64.4087,64.7154
2018/9/19,64.8688,65.0221
2018/9/20,64.9455,64.4087
2018/9/21,64.5621,65.5589
2018/9/25,65.5589,64.7921
2018/9/26,64.9455,64.4087
2018/9/27,64.2554,65.1755
2018/9/28,64.7921,65.0221
2018/10/1,65.0988,65.1755
2018/10/2,65.1755,64.4087
2018/10/3,64.332,64.2554
2018/10/4,64.0253,63.7186
2018/10/5,63.4119,62.9518
2018/10/8,62.7218,62.9518
2018/10/9,62.9518,62.6451
2018/10/11,61.4183,58.3512
2018/10/12,57.8145,59.7314
2018/10/15,58.7346,58.6579
2018/10/16,58.7346,59.0413
2018/10/17,59.4247,58.8113
2018/10/18,58.6579,58.8113
2018/10/19,58.5046,58.6579
2018/10/22,58.2745,58.5813
2018/10/23,57.9678,57.6611
2018/10/24,57.5078,57.8145
2018/10/25,56.741,56.741
2018/10/26,57.1244,57.5845
2018/10/29,58.2745,58.1212
2018/10/30,58.1212,58.0445
2018/10/31,58.1212,58.9646
2018/11/1,58.1979,59.0413
2018/11/2,58.4279,59.7314
2018/11/5,59.4247,59.8081
2018/11/6,59.8081,59.4247
2018/11/7,58.9646,59.348
2018/11/8,59.7314,59.2714
2018/11/9,59.0413,58.7346
2018/11/12,58.6579,59.2714
2018/11/13,58.6579,58.8113
2018/11/14,58.6579,59.0413
2018/11/15,59.2714,59.4247
2018/11/16,60.1915,59.8081
2018/11/19,60.1915,60.4215
2018/11/20,60.4215,59.8848
2018/11/21,59.118,59.1947
2018/11/22,59.4247,58.8113
2018/11/23,58.5813,58.6579
2018/11/26,58.5046,58.1979
2018/11/27,57.6611,57.3544
