年月日,開盤價(元),收盤價(元)
2018/1/2,19.3063,19.2673
2018/1/3,19.2673,19.4233
2018/1/4,19.4233,19.3453
2018/1/5,19.3453,19.4623
2018/1/8,19.5013,19.6963
2018/1/9,19.6963,19.6963
2018/1/10,19.5403,19.7353
2018/1/11,19.7353,19.7353
2018/1/12,19.7353,19.7743
2018/1/15,19.7353,19.5793
2018/1/16,19.5793,19.6573
2018/1/17,19.6573,19.6183
2018/1/18,19.6183,19.6183
2018/1/19,19.5403,19.5793
2018/1/22,19.5793,19.5403
2018/1/23,19.5403,19.5013
2018/1/24,19.4623,19.5013
2018/1/25,19.5013,19.5793
2018/1/26,19.5793,19.5793
2018/1/29,19.5793,19.6183
2018/1/30,19.5793,19.4233
2018/1/31,19.4233,19.4233
2018/2/1,19.4233,19.3843
2018/2/2,19.3453,19.3453
2018/2/5,19.2673,19.1113
2018/2/6,18.7212,18.4092
2018/2/7,18.6822,18.4092
2018/2/8,18.6042,18.5262
2018/2/9,18.3312,18.5262
2018/2/12,18.4872,18.4482
2018/2/21,18.7212,19.1113
2018/2/22,18.9552,18.9552
2018/2/23,18.9552,19.1113
2018/2/26,19.1113,18.8772
2018/2/27,19.0723,18.7992
2018/3/1,18.7602,19.0333
2018/3/2,18.7602,18.6822
2018/3/5,18.6432,18.4092
2018/3/6,18.5652,18.4872
2018/3/7,18.4872,18.3312
2018/3/8,18.3702,18.3312
2018/3/9,18.3312,18.4092
2018/3/12,18.5262,18.4872
2018/3/13,18.6042,18.6042
2018/3/14,18.6432,18.6042
2018/3/15,18.6042,18.5262
2018/3/16,18.5652,18.4872
2018/3/19,18.4872,18.6432
2018/3/20,18.5652,18.5262
2018/3/21,18.5652,18.5262
2018/3/22,18.5652,18.6042
2018/3/23,18.4482,18.3312
2018/3/26,18.2532,18.2922
2018/3/27,18.3312,18.3702
2018/3/28,18.3702,18.2532
2018/3/29,18.2532,18.0972
2018/3/30,18.2142,18.3312
2018/3/31,18.3702,18.2922
2018/4/2,18.3312,18.3312
2018/4/3,18.2922,18.2142
2018/4/9,18.4092,18.5652
2018/4/10,18.4092,18.5262
2018/4/11,18.5262,18.4092
2018/4/12,18.4092,18.4092
2018/4/13,18.4092,18.2922
2018/4/16,18.3312,18.2922
2018/4/17,18.2922,18.1752
2018/4/18,18.1752,18.2532
2018/4/19,18.2532,18.4872
2018/4/20,18.4872,18.4482
2018/4/23,18.3312,18.4092
2018/4/24,18.3312,18.1752
2018/4/25,18.1752,18.2532
2018/4/26,18.2532,18.2142
2018/4/27,18.2142,18.2532
2018/4/30,18.2532,18.3312
2018/5/2,18.4092,18.4482
2018/5/3,18.3312,18.1362
2018/5/4,18.1362,18.1362
2018/5/7,18.1752,18.1362
2018/5/8,18.1362,18.2532
2018/5/9,18.2532,18.2922
2018/5/10,18.2922,18.2922
2018/5/11,18.3312,18.3702
2018/5/14,18.3702,18.3312
2018/5/15,18.2532,18.2142
2018/5/16,18.2532,18.3312
2018/5/17,18.3312,18.2142
2018/5/18,18.2142,18.2532
2018/5/21,18.2532,18.2532
2018/5/22,18.2532,18.1752
2018/5/23,18.2922,18.0972
2018/5/24,18.1752,18.1362
2018/5/25,18.1362,18.2142
2018/5/28,18.2532,18.2532
2018/5/29,18.2532,18.2532
2018/5/30,18.1752,18.0972
2018/5/31,18.1362,18.4092
2018/6/1,18.4092,18.5262
2018/6/4,18.5262,18.8772
2018/6/5,18.8772,18.9552
2018/6/6,18.9162,18.9162
2018/6/7,19.0333,19.0333
2018/6/8,18.8772,19.0333
2018/6/11,18.9552,18.7992
2018/6/12,18.7212,18.8382
2018/6/13,18.7602,18.7602
2018/6/14,18.6432,18.4872
2018/6/15,18.4872,18.4482
2018/6/19,18.2532,18.2532
2018/6/20,18.4482,18.5652
2018/6/21,18.5652,18.4482
2018/6/22,18.4092,18.4872
2018/6/25,18.3312,18.2532
2018/6/26,18.2532,18.2532
2018/6/27,18.2532,18.1362
2018/6/28,18.1362,18.1362
2018/6/29,18.1362,18.4872
2018/7/2,18.2922,18.1362
2018/7/3,18.1362,18.1362
2018/7/4,18.1752,18.3312
2018/7/5,18.3702,18.2922
2018/7/6,18.2142,18.3312
2018/7/9,18.3702,18.4092
2018/7/10,18.4872,18.4482
2018/7/11,18.3702,18.4872
2018/7/12,18.4872,18.5652
2018/7/13,18.5652,18.6432
2018/7/16,18.6432,18.6432
2018/7/17,18.6432,18.7212
2018/7/18,18.7212,18.7992
2018/7/19,18.7602,18.8772
2018/7/20,18.8772,18.9162
2018/7/23,18.8772,18.9162
2018/7/24,18.9162,19.3063
2018/7/25,19.3063,19.3453
2018/7/26,19.4504,19.9357
2018/7/27,19.8952,19.9357
2018/7/30,19.9357,20.057
2018/7/31,20.0974,20.2187
2018/8/1,20.2187,20.1783
2018/8/2,20.0974,19.9357
2018/8/3,19.9357,20.0165
2018/8/6,19.9761,20.1379
2018/8/7,20.057,20.1379
2018/8/8,20.1379,20.1783
2018/8/9,20.1379,20.0974
2018/8/10,19.9761,19.8548
2018/8/13,19.8548,19.693
2018/8/14,19.7335,20.1783
2018/8/15,20.1783,20.0165
2018/8/16,20.0165,20.1379
2018/8/17,20.1379,19.9357
2018/8/20,20.0165,20.1783
2018/8/21,20.1783,20.2187
