年月日,開盤價(元),收盤價(元)
2018/1/2,22.9605,22.9605
2018/1/3,22.9972,23.1072
2018/1/4,23.1806,23.1806
2018/1/5,23.1806,23.1806
2018/1/8,23.2173,23.5474
2018/1/9,23.5474,23.6574
2018/1/10,23.6574,23.7674
2018/1/11,23.7674,23.584
2018/1/12,23.6207,23.8408
2018/1/15,23.9141,23.8041
2018/1/16,23.7674,23.7674
2018/1/17,23.7674,23.8408
2018/1/18,23.9141,23.6941
2018/1/19,23.7674,23.8775
2018/1/22,23.8775,23.9875
2018/1/23,23.9875,24.0242
2018/1/24,24.0242,23.9141
2018/1/25,23.9508,24.0608
2018/1/26,24.0608,24.0242
2018/1/29,24.0242,24.0242
2018/1/30,23.9875,23.8408
2018/1/31,23.584,23.8041
2018/2/1,23.6941,23.6574
2018/2/2,23.5474,23.474
2018/2/5,22.9605,23.1439
2018/2/6,22.6671,22.2269
2018/2/7,22.3737,22.1903
2018/2/8,22.2636,22.6304
2018/2/9,22.1903,22.2269
2018/2/12,22.2269,22.2269
2018/2/21,22.3737,22.8871
2018/2/22,22.6671,22.9238
2018/2/23,23.0705,22.9972
2018/2/26,23.0705,23.2173
2018/2/27,23.3273,23.4006
2018/3/1,23.1439,23.2539
2018/3/2,23.0705,22.9605
2018/3/5,22.8505,22.5937
2018/3/6,22.8871,22.8505
2018/3/7,22.6304,22.4837
2018/3/8,22.4837,22.557
2018/3/9,22.7038,22.5204
2018/3/12,22.7038,22.9238
2018/3/13,23.0339,22.9972
2018/3/14,22.9972,22.9972
2018/3/15,22.9972,22.9972
2018/3/16,23.0339,22.9238
2018/3/19,23.2539,23.2539
2018/3/20,23.2539,23.2539
2018/3/21,23.2906,23.584
2018/3/22,23.584,23.584
2018/3/23,23.2906,23.364
2018/3/26,23.3273,23.2906
2018/3/27,23.584,23.584
2018/3/28,23.4373,23.5474
2018/3/29,23.5107,23.5474
2018/3/30,23.5474,23.584
2018/3/31,23.6207,23.5474
2018/4/2,23.584,23.5107
2018/4/3,23.4006,23.3273
2018/4/9,23.4006,23.8041
2018/4/10,23.6574,23.6574
2018/4/11,23.6574,23.7674
2018/4/12,23.7674,23.8041
2018/4/13,23.9875,23.9875
2018/4/16,23.9141,23.9141
2018/4/17,23.9141,23.9508
2018/4/18,23.8408,23.9141
2018/4/19,23.8408,24.1342
2018/4/20,23.9508,24.2076
2018/4/23,24.2076,24.2442
2018/4/24,24.3176,24.2442
2018/4/25,24.1342,23.9875
2018/4/26,23.9875,24.2809
2018/4/27,24.2076,24.391
2018/4/30,24.4276,24.6477
2018/5/2,24.6477,25.0878
2018/5/3,24.6844,24.5377
2018/5/4,24.1342,23.8408
2018/5/7,23.9508,24.0242
2018/5/8,23.8775,24.4643
2018/5/9,24.4643,24.391
2018/5/10,24.2809,24.4643
2018/5/11,24.391,24.1709
2018/5/14,24.1342,24.1709
2018/5/15,24.1709,24.3543
2018/5/16,24.2442,24.5743
2018/5/17,24.501,24.5743
2018/5/18,24.6477,25.0512
2018/5/21,25.1612,24.9411
2018/5/22,24.8311,24.9411
2018/5/23,24.7944,24.7211
2018/5/24,24.7211,24.8311
2018/5/25,24.7944,25.0145
2018/5/28,24.9778,25.0145
2018/5/29,24.6844,24.9411
2018/5/30,24.7944,24.8311
2018/5/31,24.9411,24.4643
2018/6/1,24.5743,25.2345
2018/6/4,25.3079,25.8948
2018/6/5,25.8948,26.1515
2018/6/6,26.1515,26.4082
2018/6/7,26.4082,26.3349
2018/6/8,26.0415,26.0415
2018/6/11,26.0048,25.4546
2018/6/12,25.3079,25.3813
2018/6/13,25.3813,25.6013
2018/6/14,25.3079,24.9778
2018/6/15,24.9044,24.8678
2018/6/19,24.7577,24.7211
2018/6/20,24.5743,24.9044
2018/6/21,24.7944,24.8678
2018/6/22,24.7211,24.7211
2018/6/25,24.5743,24.8678
2018/6/26,24.611,24.4643
2018/6/27,24.501,24.501
2018/6/28,24.501,24.3176
2018/6/29,24.2076,24.4643
2018/7/2,24.2442,24.2442
2018/7/3,24.2076,24.0608
2018/7/4,24.0608,24.1342
2018/7/5,24.1709,23.8775
2018/7/6,23.8775,24.0242
2018/7/9,24.0608,24.3176
2018/7/10,24.4276,24.5377
2018/7/11,24.3176,24.2809
2018/7/12,24.2809,24.4643
2018/7/13,24.501,24.611
2018/7/16,24.4276,24.7211
2018/7/17,24.6477,24.6844
2018/7/18,24.801,24.8399
2018/7/19,24.9954,24.5678
2018/7/20,24.5678,24.6455
2018/7/23,25.0343,24.6067
2018/7/24,24.6455,24.7622
2018/7/25,24.9177,25.1509
2018/7/26,25.2286,25.2675
2018/7/27,25.2675,25.423
2018/7/30,25.423,25.5396
2018/7/31,25.5396,25.1898
2018/8/1,25.3064,25.2675
2018/8/2,25.1898,25.0343
2018/8/3,25.0343,24.9565
2018/8/6,24.9565,24.9954
2018/8/7,24.9954,25.0343
2018/8/8,25.112,25.2286
2018/8/9,25.1898,25.2675
2018/8/10,25.2286,25.2675
2018/8/13,25.1509,25.0343
2018/8/14,25.0732,25.112
2018/8/15,25.1509,25.112
2018/8/16,25.112,25.0732
2018/8/17,25.112,24.9954
2018/8/20,24.9954,25.3453
2018/8/21,25.2675,25.8117
2018/8/22,25.6562,25.7729
2018/8/23,25.7729,26.1227
2018/8/24,25.9672,26.4726
2018/8/27,26.5892,27.6388
2018/8/28,27.872,27.6777
2018/8/29,27.6777,27.5222
2018/8/30,27.561,27.6388
2018/8/31,27.6388,27.7943
2018/9/3,27.7554,27.4055
2018/9/4,27.4055,27.2889
2018/9/5,27.1334,27.25
2018/9/6,26.9779,26.8613
2018/9/7,26.8613,26.7447
2018/9/10,26.8613,26.7447
2018/9/11,26.8224,27.1334
2018/9/12,27.1334,27.2112
2018/9/13,27.2112,27.872
2018/9/14,27.9109,28.1053
2018/9/17,28.0664,27.6388
2018/9/18,27.5999,27.6388
2018/9/19,27.6777,27.6777
2018/9/20,27.7165,27.7165
2018/9/21,27.7165,29.5047
2018/9/25,29.1937,28.6106
2018/9/26,28.6106,28.5329
2018/9/27,28.6106,28.6884
2018/9/28,28.7661,28.9605
2018/10/1,28.9605,28.6106
