年月日,開盤價(元),收盤價(元)
2018/1/2,42.9184,43.0819
2018/1/3,43.0819,43.0819
2018/1/4,43.1637,43.0002
2018/1/5,43.0002,43.2454
2018/1/8,43.2454,43.6542
2018/1/9,43.9811,43.8177
2018/1/10,43.8177,43.6542
2018/1/11,43.6542,43.4089
2018/1/12,43.4089,43.4907
2018/1/15,43.4907,44.0629
2018/1/16,44.1446,44.4716
2018/1/17,44.5534,44.3899
2018/1/18,44.3899,44.3899
2018/1/19,44.3899,44.0629
2018/1/22,44.1446,44.3081
2018/1/23,44.3899,44.3081
2018/1/24,44.3081,44.0629
2018/1/25,44.0629,44.1446
2018/1/26,44.0629,44.1446
2018/1/29,44.3899,44.3899
2018/1/30,44.3899,44.3081
2018/1/31,43.9811,44.2264
2018/2/1,44.1446,44.1446
2018/2/2,44.3081,44.0629
2018/2/5,43.6542,43.8994
2018/2/6,43.5724,42.8367
2018/2/7,42.8367,43.1637
2018/2/8,42.8367,43.0002
2018/2/9,42.5097,42.7549
2018/2/12,42.7549,43.3272
2018/2/21,43.3272,43.1637
2018/2/22,43.1637,43.1637
2018/2/23,43.3272,43.3272
2018/2/26,43.4089,43.4907
2018/2/27,43.5724,43.4907
2018/3/1,43.2454,43.4907
2018/3/2,43.5724,43.4907
2018/3/5,43.4907,43.3272
2018/3/6,43.3272,43.3272
2018/3/7,43.3272,43.4907
2018/3/8,43.6542,43.4089
2018/3/9,43.6542,43.5724
2018/3/12,43.6542,43.8177
2018/3/13,43.8177,43.8177
2018/3/14,43.8177,43.7359
2018/3/15,43.7359,43.9811
2018/3/16,43.9811,43.8994
2018/3/19,43.8994,43.7359
2018/3/20,43.5724,43.6542
2018/3/21,43.6542,43.5724
2018/3/22,43.5724,43.5724
2018/3/23,43.6542,44.1446
2018/3/26,44.1446,44.1446
2018/3/27,44.3081,44.2264
2018/3/28,44.2264,44.2264
2018/3/29,44.2264,44.4716
2018/3/30,44.4716,44.6351
2018/3/31,44.6351,44.6351
2018/4/2,44.6351,44.3899
2018/4/3,44.3081,44.5534
2018/4/9,44.5534,44.3899
2018/4/10,44.3899,44.7169
2018/4/11,44.7986,44.7169
2018/4/12,44.8804,44.7986
2018/4/13,44.9621,44.8804
2018/4/16,44.9621,45.1256
2018/4/17,45.0439,44.7169
2018/4/18,44.6351,44.9621
2018/4/19,44.9621,44.7986
2018/4/20,44.7986,45.1256
2018/4/23,45.3709,45.3709
2018/4/24,45.2891,45.2074
2018/4/25,45.2074,44.9621
2018/4/26,44.9621,44.4716
2018/4/27,44.4716,44.9621
2018/4/30,44.9621,45.0439
2018/5/2,45.0439,45.1256
2018/5/3,45.1256,45.2074
2018/5/4,45.1256,45.1256
2018/5/7,45.9431,45.9431
2018/5/8,45.9431,45.8614
2018/5/9,45.9431,46.5154
2018/5/10,46.5971,46.9241
2018/5/11,47.0059,47.3329
2018/5/14,47.4964,47.8234
2018/5/15,47.8234,47.7416
2018/5/16,47.7416,48.2321
2018/5/17,48.2321,48.1504
2018/5/18,47.9051,47.6599
2018/5/21,47.7416,47.7416
2018/5/22,47.7416,48.0686
2018/5/23,47.9869,47.9051
2018/5/24,47.9051,48.0686
2018/5/25,48.3139,47.9051
2018/5/28,47.9051,47.8234
2018/5/29,47.8234,47.7416
2018/5/30,47.4964,47.7416
2018/5/31,47.8234,47.8234
2018/6/1,48.0686,48.3956
2018/6/4,48.4774,48.3956
2018/6/5,48.5591,48.4774
2018/6/6,48.4774,48.5591
2018/6/7,48.6409,48.7226
2018/6/8,48.7226,48.3139
2018/6/11,48.3139,47.9051
2018/6/12,47.9051,47.6599
2018/6/13,47.6599,47.5781
2018/6/14,47.7416,47.2511
2018/6/15,47.3329,47.6599
2018/6/19,47.6599,48.0686
2018/6/20,47.9051,48.4774
2018/6/21,48.4774,48.6409
2018/6/22,48.6409,48.5591
2018/6/25,48.6409,48.2321
2018/6/26,47.9051,47.8234
2018/6/27,48.0686,48.1504
2018/6/28,47.9869,47.5781
2018/6/29,47.4146,47.4146
2018/7/2,47.4146,47.4146
2018/7/3,47.4147,47.2391
2018/7/4,47.4147,46.8
2018/7/5,46.5366,46.7122
2018/7/6,46.5366,46.8
2018/7/9,46.9756,47.0634
2018/7/10,47.5025,48.1171
2018/7/11,48.2049,48.5561
2018/7/12,48.5561,49.2586
2018/7/13,49.6098,48.9952
2018/7/16,49.083,49.6976
2018/7/17,49.6976,50.3122
2018/7/18,50.3122,49.961
2018/7/19,49.961,50.0488
2018/7/20,50.0488,49.6098
2018/7/23,49.6098,49.6976
2018/7/24,49.6976,50.0488
2018/7/25,50.3122,50.2244
2018/7/26,50.2244,50.1366
2018/7/27,50.1366,50.1366
2018/7/30,50.1366,50.1366
2018/7/31,50.0488,49.8732
2018/8/1,50.0488,50.2244
2018/8/2,50.2244,49.7854
2018/8/3,49.8732,50.0488
2018/8/6,50.0488,50.2244
2018/8/7,50.3122,50.2244
2018/8/8,50.3122,50.2244
2018/8/9,50.4,50.3122
2018/8/10,50.2244,50.2244
2018/8/13,50.7512,50.6634
2018/8/14,50.6634,51.3659
2018/8/15,51.3659,51.5415
2018/8/16,51.5415,51.4537
2018/8/17,51.4537,51.5415
2018/8/20,51.5415,51.4537
2018/8/21,51.4537,51.5415
2018/8/22,51.8049,51.7171
2018/8/23,51.9805,51.7171
2018/8/24,51.8049,51.2781
2018/8/27,51.3659,51.6293
2018/8/28,51.6293,51.6293
2018/8/29,51.6293,51.8049
2018/8/30,51.8049,51.6293
2018/8/31,51.6293,51.6293
2018/9/3,51.6293,51.4537
2018/9/4,51.4537,51.1903
2018/9/5,51.1025,50.9269
2018/9/6,50.9269,50.4
2018/9/7,50.2244,49.8732
2018/9/10,49.8732,49.6976
2018/9/11,49.6976,51.0147
2018/9/12,51.0147,51.2781
2018/9/13,51.3659,51.8049
2018/9/14,51.8049,51.5415
2018/9/17,51.7171,51.1903
2018/9/18,51.1903,51.1025
2018/9/19,51.2781,51.0147
2018/9/20,51.3659,50.8391
2018/9/21,51.2781,51.0147
2018/9/25,51.1025,51.0147
2018/9/26,51.0147,51.0147
2018/9/27,51.0147,51.0147
2018/9/28,51.1903,51.2781
2018/10/1,51.4537,51.7171
2018/10/2,51.7171,51.2781
2018/10/3,51.2781,51.2781
2018/10/4,51.2781,51.0147
2018/10/5,50.8391,50.6634
2018/10/8,50.3122,50.5756
2018/10/9,50.4878,50.9269
2018/10/11,50.0488,49.522
2018/10/12,49.2586,50.4
2018/10/15,50.4,50.4
2018/10/16,50.1366,50.1366
2018/10/17,50.2244,50.1366
2018/10/18,50.1366,50.0488
2018/10/19,49.961,51.1025
2018/10/22,50.9269,50.9269
2018/10/23,51.1025,50.3122
2018/10/24,50.1366,50.1366
2018/10/25,49.1708,49.6976
2018/10/26,49.6976,48.9073
2018/10/29,48.5561,49.4342
2018/10/30,49.3464,49.7854
2018/10/31,49.961,50.4
2018/11/1,50.5756,50.2244
2018/11/2,49.961,50.0488
2018/11/5,50.0488,50.0488
2018/11/6,50.0488,50.0488
2018/11/7,50.1366,50.5756
2018/11/8,50.5756,50.5756
2018/11/9,50.5756,50.7512
2018/11/12,50.7512,50.9269
2018/11/13,50.8391,50.6634
2018/11/14,50.6634,50.9269
2018/11/15,50.9269,50.9269
2018/11/16,50.7512,50.8391
2018/11/19,51.1025,50.9269
2018/11/20,50.9269,50.8391
2018/11/21,50.7512,51.1903
2018/11/22,51.1903,50.9269
2018/11/23,50.9269,50.9269
2018/11/26,50.9269,51.0147
2018/11/27,51.0147,51.1025
2018/11/28,51.1903,51.1903
2018/11/29,51.1903,50.9269
2018/11/30,51.1903,50.9269
2018/12/3,51.1025,51.1903
2018/12/4,51.2781,51.1903
2018/12/5,51.1903,51.1903
2018/12/6,51.1903,50.8391
2018/12/7,50.8391,51.1025
2018/12/10,51.1025,51.1903
